"ID","ESTU","PROV","date","year_month","sex","age_group","sector_eu","sector_eu_without","education","indep","ideology","identity","income","work_sit_fact","PESO"
"35_1",3202,8,2017-12-28,"2017-12",2,"40-44","Non-tradable sectors",NA,5,1,2,4,10,"Currently working",1.8325
"35_1",3226,8,2018-10-01,"2018-10",2,"40-44","Non-tradable sectors",NA,5,0,6,3,5,"Currently working",NA
"35_2",3113,8,2015-09-30,"2015-09",2,"40-44","Non-tradable sectors",NA,5,0,3,3,8,"Currently working",NA
"35_2",3191,8,2017-10-02,"2017-10",2,"40-44","Non-tradable sectors",NA,5,0,2,4,10,"Currently working",NA
"35_2",3202,8,2017-12-28,"2017-12",2,"40-44","Non-tradable sectors",NA,5,1,1,NA,NA,"Currently working",1.8325
"35_2",3226,8,2018-10-01,"2018-10",2,"40-44","Non-tradable sectors",NA,5,0,2,3,6,"Currently working",NA
"35_3",3113,8,2015-09-30,"2015-09",2,"40-44","Non-tradable sectors",NA,5,1,1,5,7,"Currently working",NA
"35_3",3191,8,2017-10-02,"2017-10",2,"40-44","Non-tradable sectors",NA,5,0,3,4,8,"Unemployed",NA
"35_3",3202,8,2017-12-28,"2017-12",2,"40-44","Non-tradable sectors",NA,5,0,3,4,8,"Currently working",1.8325
"35_3",3226,8,2018-10-01,"2018-10",2,"40-44","Non-tradable sectors",NA,5,0,1,3,7,"Currently working",NA
"35_4",3113,8,2015-09-30,"2015-09",2,"40-44","Non-tradable sectors",NA,5,1,2,4,8,"Currently working",NA
"35_4",3191,8,2017-10-02,"2017-10",2,"40-44","Non-tradable sectors",NA,5,NA,NA,5,7,"Currently working",NA
"35_4",3202,8,2017-12-28,"2017-12",2,"40-44","Non-tradable sectors",NA,5,NA,NA,3,7,"Currently working",1.8325
"35_4",3226,25,2018-10-01,"2018-10",2,"40-44","Non-tradable sectors",NA,5,0,5,3,5,"Currently working",NA
"353_1",3113,17,2015-09-30,"2015-09",2,"80+","Import-oriented sectors","Import-oriented sectors",4,1,6,3,9,"Retired",NA
"353_1",3191,8,2017-10-02,"2017-10",2,"80+","Import-oriented sectors","Import-oriented sectors",4,1,5,5,4,"Retired",NA
"353_1",3202,8,2017-12-28,"2017-12",2,"80+","Import-oriented sectors","Import-oriented sectors",4,1,7,4,5,NA,1.8325
"353_1",3226,25,2018-10-01,"2018-10",2,"80+","Import-oriented sectors","Import-oriented sectors",4,1,4,4,3,"Retired",NA
"359_1",3113,8,2015-09-30,"2015-09",2,"80+","Import-oriented sectors","Import-oriented sectors",1,0,6,1,NA,"Retired",NA
"359_1",3191,8,2017-10-02,"2017-10",2,"80+","Import-oriented sectors","Import-oriented sectors",1,1,6,3,NA,"Retired",NA
"359_1",3202,8,2017-12-28,"2017-12",2,"80+","Import-oriented sectors","Import-oriented sectors",1,NA,NA,3,NA,"Retired",1.8325
"359_1",3226,8,2018-10-01,"2018-10",2,"80+","Import-oriented sectors","Import-oriented sectors",1,0,3,5,NA,"Retired",NA
"359_2",3113,8,2015-09-30,"2015-09",2,"80+","Import-oriented sectors","Import-oriented sectors",1,0,NA,4,4,"Retired",NA
"359_2",3191,8,2017-10-02,"2017-10",2,"80+","Import-oriented sectors","Import-oriented sectors",1,1,6,4,4,"Retired",NA
"359_2",3202,8,2017-12-28,"2017-12",2,"80+","Import-oriented sectors","Import-oriented sectors",1,1,4,4,5,"Retired",1.8325
"359_2",3226,8,2018-10-01,"2018-10",2,"80+","Import-oriented sectors","Import-oriented sectors",1,1,5,5,NA,"Retired",NA
"359_3",3113,8,2015-09-30,"2015-09",2,"80+","Import-oriented sectors","Import-oriented sectors",1,1,NA,3,5,"Retired",NA
"359_3",3191,8,2017-10-02,"2017-10",2,"80+","Import-oriented sectors","Import-oriented sectors",1,0,5,2,NA,"Retired",NA
"359_3",3202,8,2017-12-28,"2017-12",2,"80+","Import-oriented sectors","Import-oriented sectors",1,0,8,5,5,"Retired",1.8325
"359_3",3226,43,2018-10-01,"2018-10",2,"80+","Import-oriented sectors","Import-oriented sectors",1,NA,8,3,5,"Retired",NA
"36_1",3113,8,2015-09-30,"2015-09",1,"40-44","Non-tradable sectors",NA,5,0,5,4,NA,"Currently working",NA
"36_1",3191,8,2017-10-02,"2017-10",1,"40-44","Non-tradable sectors",NA,5,1,5,5,8,"Currently working",NA
"36_1",3202,8,2017-12-28,"2017-12",1,"40-44","Non-tradable sectors",NA,5,1,3,5,10,"Currently working",1.8325
"36_1",3226,8,2018-10-01,"2018-10",1,"40-44","Non-tradable sectors",NA,5,1,2,5,6,"Currently working",NA
"36_2",3113,8,2015-09-30,"2015-09",1,"40-44","Non-tradable sectors",NA,5,0,1,NA,NA,"Currently working",NA
"36_2",3191,8,2017-10-02,"2017-10",1,"40-44","Non-tradable sectors",NA,5,NA,NA,3,NA,"Currently working",NA
"36_2",3202,8,2017-12-28,"2017-12",1,"40-44","Non-tradable sectors",NA,5,1,3,5,7,"Currently working",1.8325
"36_2",3226,8,2018-10-01,"2018-10",1,"40-44","Non-tradable sectors",NA,5,0,3,3,NA,"Unemployed",NA
"36_3",3113,8,2015-09-30,"2015-09",1,"40-44","Non-tradable sectors",NA,5,1,8,3,NA,"Currently working",NA
"36_3",3191,17,2017-10-02,"2017-10",1,"40-44","Non-tradable sectors",NA,5,NA,1,4,6,"Currently working",NA
"36_3",3202,8,2017-12-28,"2017-12",1,"40-44","Non-tradable sectors",NA,5,1,2,4,7,"Unemployed",1.8325
"36_3",3226,8,2018-10-01,"2018-10",1,"40-44","Non-tradable sectors",NA,5,1,1,5,NA,"Currently working",NA
"36_4",3113,8,2015-09-30,"2015-09",1,"40-44","Non-tradable sectors",NA,5,NA,3,4,NA,"Currently working",NA
"36_4",3191,25,2017-10-02,"2017-10",1,"40-44","Non-tradable sectors",NA,5,NA,4,5,NA,"Currently working",NA
"36_4",3202,8,2017-12-28,"2017-12",1,"40-44","Non-tradable sectors",NA,5,0,3,3,7,"Currently working",1.8325
"36_4",3226,17,2018-10-01,"2018-10",1,"40-44","Non-tradable sectors",NA,5,0,6,4,8,"Currently working",NA
"360_1",3113,8,2015-09-30,"2015-09",1,"80+","Import-oriented sectors","Import-oriented sectors",1,1,NA,5,NA,"Retired",NA
"360_1",3191,8,2017-10-02,"2017-10",1,"80+","Import-oriented sectors","Import-oriented sectors",1,0,3,4,6,"Retired",NA
"360_1",3202,8,2017-12-28,"2017-12",1,"80+","Import-oriented sectors","Import-oriented sectors",1,1,5,5,6,"Retired",1.8325
"360_1",3226,8,2018-10-01,"2018-10",1,"80+","Import-oriented sectors","Import-oriented sectors",1,0,3,2,NA,"Retired",NA
"360_2",3113,8,2015-09-30,"2015-09",1,"80+","Import-oriented sectors","Import-oriented sectors",1,0,5,2,5,"Retired",NA
"360_2",3191,17,2017-10-02,"2017-10",1,"80+","Import-oriented sectors","Import-oriented sectors",1,NA,NA,5,NA,"Retired",NA
"360_2",3202,8,2017-12-28,"2017-12",1,"80+","Import-oriented sectors","Import-oriented sectors",1,NA,3,3,4,"Retired",1.8325
"360_2",3226,8,2018-10-01,"2018-10",1,"80+","Import-oriented sectors","Import-oriented sectors",1,NA,NA,3,NA,"Retired",NA
"360_3",3113,8,2015-09-30,"2015-09",1,"80+","Import-oriented sectors","Import-oriented sectors",1,1,6,5,6,"Retired",NA
"360_3",3191,43,2017-10-02,"2017-10",1,"80+","Import-oriented sectors","Import-oriented sectors",1,NA,5,5,NA,"Retired",NA
"360_3",3202,8,2017-12-28,"2017-12",1,"80+","Import-oriented sectors","Import-oriented sectors",1,1,5,4,NA,"Retired",1.8325
"360_3",3226,17,2018-10-01,"2018-10",1,"80+","Import-oriented sectors","Import-oriented sectors",1,1,4,5,4,"Retired",NA
"363_1",3113,8,2015-09-30,"2015-09",2,"30-34","Import-oriented sectors","Import-oriented sectors",4,1,1,5,7,"Currently working",NA
"363_1",3191,8,2017-10-02,"2017-10",2,"30-34","Import-oriented sectors","Import-oriented sectors",4,NA,3,4,NA,"Currently working",NA
"363_1",3202,8,2017-12-28,"2017-12",2,"30-34","Import-oriented sectors","Import-oriented sectors",4,1,3,3,NA,"Unemployed",1.8325
"363_1",3226,43,2018-10-01,"2018-10",2,"30-34","Import-oriented sectors","Import-oriented sectors",4,0,3,4,4,"Currently working",NA
"364_1",3113,8,2015-09-30,"2015-09",1,"30-34","Import-oriented sectors","Import-oriented sectors",4,1,1,4,8,"Currently working",NA
"364_1",3191,8,2017-10-02,"2017-10",1,"30-34","Import-oriented sectors","Import-oriented sectors",4,NA,2,4,NA,"Currently working",NA
"364_1",3202,8,2017-12-28,"2017-12",1,"30-34","Import-oriented sectors","Import-oriented sectors",4,0,NA,3,NA,"Currently working",1.8325
"364_1",3226,8,2018-10-01,"2018-10",1,"30-34","Import-oriented sectors","Import-oriented sectors",4,0,4,3,6,"Currently working",NA
"364_2",3113,8,2015-09-30,"2015-09",1,"30-34","Import-oriented sectors","Import-oriented sectors",4,1,2,3,NA,"Currently working",NA
"364_2",3191,8,2017-10-02,"2017-10",1,"30-34","Import-oriented sectors","Import-oriented sectors",4,NA,4,3,NA,"Currently working",NA
"364_2",3202,8,2017-12-28,"2017-12",1,"30-34","Import-oriented sectors","Import-oriented sectors",4,1,5,4,NA,"Currently working",1.8325
"364_2",3226,8,2018-10-01,"2018-10",1,"30-34","Import-oriented sectors","Import-oriented sectors",4,NA,NA,3,NA,"Currently working",NA
"365_1",3113,8,2015-09-30,"2015-09",2,"30-34","Import-oriented sectors","Import-oriented sectors",5,1,3,4,NA,"Unemployed",NA
"365_1",3191,8,2017-10-02,"2017-10",2,"30-34","Import-oriented sectors","Import-oriented sectors",5,NA,5,3,5,"Currently working",NA
"365_1",3202,8,2017-12-28,"2017-12",2,"30-34","Import-oriented sectors","Import-oriented sectors",5,0,1,3,7,"Currently working",1.8325
"365_1",3226,8,2018-10-01,"2018-10",2,"30-34","Import-oriented sectors","Import-oriented sectors",5,1,4,3,6,"Currently working",NA
"379_1",3113,8,2015-09-30,"2015-09",2,"75-79","Import-oriented sectors","Import-oriented sectors",1,1,NA,5,6,"Retired",NA
"379_1",3191,8,2017-10-02,"2017-10",2,"75-79","Import-oriented sectors","Import-oriented sectors",1,NA,NA,3,4,"Retired",NA
"379_1",3202,8,2017-12-28,"2017-12",2,"75-79","Import-oriented sectors","Import-oriented sectors",1,NA,2,4,7,"Retired",1.8325
"379_1",3226,8,2018-10-01,"2018-10",2,"75-79","Import-oriented sectors","Import-oriented sectors",1,0,3,3,NA,"Retired",NA
"379_2",3113,8,2015-09-30,"2015-09",2,"75-79","Import-oriented sectors","Import-oriented sectors",1,1,6,5,4,"Retired",NA
"379_2",3191,8,2017-10-02,"2017-10",2,"75-79","Import-oriented sectors","Import-oriented sectors",1,NA,NA,5,5,"Retired",NA
"379_2",3202,8,2017-12-28,"2017-12",2,"75-79","Import-oriented sectors","Import-oriented sectors",1,1,NA,4,7,"Retired",1.8325
"379_2",3226,8,2018-10-01,"2018-10",2,"75-79","Import-oriented sectors","Import-oriented sectors",1,0,3,3,NA,"Retired",NA
"379_3",3113,8,2015-09-30,"2015-09",2,"75-79","Import-oriented sectors","Import-oriented sectors",1,0,5,3,NA,"Retired",NA
"379_3",3191,25,2017-10-02,"2017-10",2,"75-79","Import-oriented sectors","Import-oriented sectors",1,NA,NA,5,4,"Retired",NA
"379_3",3202,8,2017-12-28,"2017-12",2,"75-79","Import-oriented sectors","Import-oriented sectors",1,0,5,3,4,"Retired",1.8325
"379_3",3226,8,2018-10-01,"2018-10",2,"75-79","Import-oriented sectors","Import-oriented sectors",1,1,8,NA,3,"Retired",NA
"389_1",3113,8,2015-09-30,"2015-09",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,0,6,1,4,"Retired",NA
"389_1",3191,8,2017-10-02,"2017-10",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,0,3,NA,5,"Retired",NA
"389_1",3202,8,2017-12-28,"2017-12",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,1,2,3,4,"Retired",1.8325
"389_1",3226,8,2018-10-01,"2018-10",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,0,4,3,NA,"Retired",NA
"389_2",3113,8,2015-09-30,"2015-09",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,1,3,5,5,NA,NA
"389_2",3191,8,2017-10-02,"2017-10",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,NA,NA,1,5,"Retired",NA
"389_2",3202,8,2017-12-28,"2017-12",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,NA,5,4,NA,"Retired",1.8325
"389_2",3226,8,2018-10-01,"2018-10",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,0,NA,3,NA,"Retired",NA
"389_3",3113,8,2015-09-30,"2015-09",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,NA,NA,3,NA,"Retired",NA
"389_3",3191,8,2017-10-02,"2017-10",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,0,5,2,NA,"Retired",NA
"389_3",3202,8,2017-12-28,"2017-12",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,0,NA,2,NA,"Retired",1.8325
"389_3",3226,8,2018-10-01,"2018-10",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,0,5,3,4,"Retired",NA
"389_4",3113,8,2015-09-30,"2015-09",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,NA,NA,4,NA,"Retired",NA
"389_4",3191,8,2017-10-02,"2017-10",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,NA,5,4,NA,"Retired",NA
"389_4",3202,8,2017-12-28,"2017-12",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,1,3,5,6,NA,1.8325
"389_4",3226,8,2018-10-01,"2018-10",2,"70-74","Import-oriented sectors","Import-oriented sectors",1,NA,5,1,5,"Retired",NA
"390_1",3113,8,2015-09-30,"2015-09",1,"70-74","Import-oriented sectors","Import-oriented sectors",1,NA,5,3,NA,"Retired",NA
"390_1",3191,17,2017-10-02,"2017-10",1,"70-74","Import-oriented sectors","Import-oriented sectors",1,NA,5,3,6,"Retired",NA
"390_1",3202,8,2017-12-28,"2017-12",1,"70-74","Import-oriented sectors","Import-oriented sectors",1,0,5,3,6,"Retired",1.8325
"390_1",3226,8,2018-10-01,"2018-10",1,"70-74","Import-oriented sectors","Import-oriented sectors",1,0,5,3,NA,"Retired",NA
"4_1",3113,8,2015-09-30,"2015-09",1,"60-64","Non-tradable sectors",NA,4,1,3,4,5,"Retired",NA
"4_1",3191,8,2017-10-02,"2017-10",1,"60-64","Non-tradable sectors",NA,4,1,2,5,NA,"Currently working",NA
"4_1",3202,8,2017-12-28,"2017-12",1,"60-64","Non-tradable sectors",NA,4,0,8,1,NA,"Retired",1.8325
"4_1",3226,8,2018-10-01,"2018-10",1,"60-64","Non-tradable sectors",NA,4,0,7,1,NA,"Retired",NA
"41_1",3113,8,2015-09-30,"2015-09",2,"35-39","Non-tradable sectors",NA,2,0,5,3,7,"Unemployed",NA
"41_1",3191,8,2017-10-02,"2017-10",2,"35-39","Non-tradable sectors",NA,2,0,3,3,NA,"Currently working",NA
"41_1",3202,8,2017-12-28,"2017-12",2,"35-39","Non-tradable sectors",NA,2,NA,NA,1,7,"Unemployed",1.8325
"41_1",3226,8,2018-10-01,"2018-10",2,"35-39","Non-tradable sectors",NA,2,NA,NA,3,1,NA,NA
"42_1",3113,8,2015-09-30,"2015-09",1,"35-39","Non-tradable sectors",NA,2,1,4,3,2,"Unemployed",NA
"42_1",3191,8,2017-10-02,"2017-10",1,"35-39","Non-tradable sectors",NA,2,NA,5,3,NA,"Retired",NA
"42_1",3202,8,2017-12-28,"2017-12",1,"35-39","Non-tradable sectors",NA,2,0,5,3,9,"Currently working",1.8325
"42_1",3226,8,2018-10-01,"2018-10",1,"35-39","Non-tradable sectors",NA,2,NA,NA,3,4,"Currently working",NA
"42_2",3113,8,2015-09-30,"2015-09",1,"35-39","Non-tradable sectors",NA,2,0,5,1,1,"Unemployed",NA
"42_2",3191,8,2017-10-02,"2017-10",1,"35-39","Non-tradable sectors",NA,2,0,4,3,NA,"Currently working",NA
"42_2",3202,8,2017-12-28,"2017-12",1,"35-39","Non-tradable sectors",NA,2,0,3,3,3,"Unemployed",1.8325
"42_2",3226,8,2018-10-01,"2018-10",1,"35-39","Non-tradable sectors",NA,2,NA,5,3,NA,"Unemployed",NA
"43_1",3113,8,2015-09-30,"2015-09",2,"35-39","Non-tradable sectors",NA,4,1,5,4,7,"Currently working",NA
"43_1",3191,8,2017-10-02,"2017-10",2,"35-39","Non-tradable sectors",NA,4,0,4,3,7,"Currently working",NA
"43_1",3202,8,2017-12-28,"2017-12",2,"35-39","Non-tradable sectors",NA,4,1,1,4,NA,"Currently working",1.8325
"43_1",3226,8,2018-10-01,"2018-10",2,"35-39","Non-tradable sectors",NA,4,0,5,3,5,"Unemployed",NA
"43_2",3113,8,2015-09-30,"2015-09",2,"35-39","Non-tradable sectors",NA,4,0,NA,3,NA,"Unemployed",NA
"43_2",3191,8,2017-10-02,"2017-10",2,"35-39","Non-tradable sectors",NA,4,0,2,NA,7,"Currently working",NA
"43_2",3202,8,2017-12-28,"2017-12",2,"35-39","Non-tradable sectors",NA,4,0,3,3,3,"Unemployed",1.8325
"43_2",3226,8,2018-10-01,"2018-10",2,"35-39","Non-tradable sectors",NA,4,0,NA,3,4,"Currently working",NA
"43_3",3113,8,2015-09-30,"2015-09",2,"35-39","Non-tradable sectors",NA,4,1,4,5,NA,"Currently working",NA
"43_3",3191,17,2017-10-02,"2017-10",2,"35-39","Non-tradable sectors",NA,4,1,1,4,NA,"Currently working",NA
"43_3",3202,8,2017-12-28,"2017-12",2,"35-39","Non-tradable sectors",NA,4,1,2,4,9,"Currently working",1.8325
"43_3",3226,8,2018-10-01,"2018-10",2,"35-39","Non-tradable sectors",NA,4,0,5,3,4,"Unemployed",NA
"44_1",3113,8,2015-09-30,"2015-09",1,"35-39","Non-tradable sectors",NA,4,0,5,3,7,"Currently working",NA
"44_1",3191,8,2017-10-02,"2017-10",1,"35-39","Non-tradable sectors",NA,4,0,4,3,4,"Unemployed",NA
"44_1",3202,8,2017-12-28,"2017-12",1,"35-39","Non-tradable sectors",NA,4,0,1,3,9,"Currently working",1.8325
"44_1",3226,8,2018-10-01,"2018-10",1,"35-39","Non-tradable sectors",NA,4,NA,5,3,NA,"Currently working",NA
"44_2",3113,8,2015-09-30,"2015-09",1,"35-39","Non-tradable sectors",NA,4,0,5,3,3,"Currently working",NA
"44_2",3191,8,2017-10-02,"2017-10",1,"35-39","Non-tradable sectors",NA,4,1,3,5,6,"Currently working",NA
"44_2",3202,8,2017-12-28,"2017-12",1,"35-39","Non-tradable sectors",NA,4,0,4,2,NA,"Currently working",1.8325
"44_2",3226,8,2018-10-01,"2018-10",1,"35-39","Non-tradable sectors",NA,4,0,NA,3,NA,"Currently working",NA
"45_1",3113,8,2015-09-30,"2015-09",2,"35-39","Non-tradable sectors",NA,5,0,1,NA,7,"Currently working",NA
"45_1",3191,8,2017-10-02,"2017-10",2,"35-39","Non-tradable sectors",NA,5,1,1,5,9,"Currently working",NA
"45_1",3202,8,2017-12-28,"2017-12",2,"35-39","Non-tradable sectors",NA,5,1,2,4,1,"Unemployed",1.8325
"45_1",3226,8,2018-10-01,"2018-10",2,"35-39","Non-tradable sectors",NA,5,1,3,5,7,"Currently working",NA
"46_1",3113,8,2015-09-30,"2015-09",1,"35-39","Non-tradable sectors",NA,5,NA,2,4,NA,"Currently working",NA
"46_1",3191,8,2017-10-02,"2017-10",1,"35-39","Non-tradable sectors",NA,5,1,3,5,6,"Currently working",NA
"46_1",3202,8,2017-12-28,"2017-12",1,"35-39","Non-tradable sectors",NA,5,1,6,4,10,"Currently working",1.8325
"46_1",3226,8,2018-10-01,"2018-10",1,"35-39","Non-tradable sectors",NA,5,0,5,3,NA,"Currently working",NA
"46_2",3113,8,2015-09-30,"2015-09",1,"35-39","Non-tradable sectors",NA,5,1,1,5,NA,"Currently working",NA
"46_2",3191,8,2017-10-02,"2017-10",1,"35-39","Non-tradable sectors",NA,5,0,5,2,6,"Currently working",NA
"46_2",3202,8,2017-12-28,"2017-12",1,"35-39","Non-tradable sectors",NA,5,1,3,4,8,"Currently working",1.8325
"46_2",3226,8,2018-10-01,"2018-10",1,"35-39","Non-tradable sectors",NA,5,NA,3,5,NA,"Currently working",NA
"46_3",3113,8,2015-09-30,"2015-09",1,"35-39","Non-tradable sectors",NA,5,1,3,4,6,"Unemployed",NA
"46_3",3191,17,2017-10-02,"2017-10",1,"35-39","Non-tradable sectors",NA,5,1,1,5,8,"Currently working",NA
"46_3",3202,8,2017-12-28,"2017-12",1,"35-39","Non-tradable sectors",NA,5,1,3,5,9,"Currently working",1.8325
"46_3",3226,43,2018-10-01,"2018-10",1,"35-39","Non-tradable sectors",NA,5,1,5,4,NA,"Currently working",NA
"47_1",3113,8,2015-09-30,"2015-09",2,"35-39","Non-tradable sectors",NA,3,0,7,1,9,"Currently working",NA
"47_1",3191,8,2017-10-02,"2017-10",2,"35-39","Non-tradable sectors",NA,3,NA,5,3,NA,"Currently working",NA
"47_1",3202,8,2017-12-28,"2017-12",2,"35-39","Non-tradable sectors",NA,3,0,3,3,6,"Unemployed",1.8325
"47_1",3226,8,2018-10-01,"2018-10",2,"35-39","Non-tradable sectors",NA,3,0,8,3,4,"Currently working",NA
"47_2",3113,43,2015-09-30,"2015-09",2,"35-39","Non-tradable sectors",NA,3,1,2,5,NA,"Currently working",NA
"47_2",3191,8,2017-10-02,"2017-10",2,"35-39","Non-tradable sectors",NA,3,NA,5,3,NA,"Currently working",NA
"47_2",3202,8,2017-12-28,"2017-12",2,"35-39","Non-tradable sectors",NA,3,1,NA,3,3,"Unemployed",1.8325
"47_2",3226,8,2018-10-01,"2018-10",2,"35-39","Non-tradable sectors",NA,3,NA,5,3,4,"Currently working",NA
"48_1",3113,8,2015-09-30,"2015-09",1,"35-39","Non-tradable sectors",NA,3,0,8,2,NA,"Currently working",NA
"48_1",3191,8,2017-10-02,"2017-10",1,"35-39","Non-tradable sectors",NA,3,0,5,3,6,"Unemployed",NA
"48_1",3202,8,2017-12-28,"2017-12",1,"35-39","Non-tradable sectors",NA,3,1,2,4,NA,"Currently working",1.8325
"48_1",3226,8,2018-10-01,"2018-10",1,"35-39","Non-tradable sectors",NA,3,0,5,3,NA,"Currently working",NA
"49_1",3113,8,2015-09-30,"2015-09",2,"35-39","Non-tradable sectors",NA,1,0,2,2,4,"Unemployed",NA
"49_1",3191,8,2017-10-02,"2017-10",2,"35-39","Non-tradable sectors",NA,1,NA,NA,1,3,"Unemployed",NA
"49_1",3202,8,2017-12-28,"2017-12",2,"35-39","Non-tradable sectors",NA,1,0,NA,3,NA,"Currently working",1.8325
"49_1",3226,17,2018-10-01,"2018-10",2,"35-39","Non-tradable sectors",NA,1,0,6,1,NA,"Currently working",NA
"5_1",3113,8,2015-09-30,"2015-09",2,"60-64","Non-tradable sectors",NA,5,1,2,5,5,"Retired",NA
"5_1",3191,8,2017-10-02,"2017-10",2,"60-64","Non-tradable sectors",NA,5,NA,2,3,8,"Retired",NA
"5_1",3202,8,2017-12-28,"2017-12",2,"60-64","Non-tradable sectors",NA,5,0,2,3,11,"Retired",1.8325
"5_1",3226,25,2018-10-01,"2018-10",2,"60-64","Non-tradable sectors",NA,5,1,2,4,6,"Retired",NA
"51_1",3113,8,2015-09-30,"2015-09",2,"45-49","Non-tradable sectors",NA,2,1,NA,4,NA,"Retired",NA
"51_1",3191,8,2017-10-02,"2017-10",2,"45-49","Non-tradable sectors",NA,2,NA,5,3,NA,"Currently working",NA
"51_1",3202,8,2017-12-28,"2017-12",2,"45-49","Non-tradable sectors",NA,2,0,NA,3,7,"Unemployed",1.8325
"51_1",3226,8,2018-10-01,"2018-10",2,"45-49","Non-tradable sectors",NA,2,0,NA,3,NA,"Currently working",NA
"51_2",3113,17,2015-09-30,"2015-09",2,"45-49","Non-tradable sectors",NA,2,0,5,2,7,"Currently working",NA
"51_2",3191,8,2017-10-02,"2017-10",2,"45-49","Non-tradable sectors",NA,2,0,NA,2,6,"Currently working",NA
"51_2",3202,8,2017-12-28,"2017-12",2,"45-49","Non-tradable sectors",NA,2,1,4,4,NA,"Currently working",1.8325
"51_2",3226,17,2018-10-01,"2018-10",2,"45-49","Non-tradable sectors",NA,2,0,3,4,NA,"Currently working",NA
"51_3",3113,17,2015-09-30,"2015-09",2,"45-49","Non-tradable sectors",NA,2,0,NA,3,5,"Unemployed",NA
"51_3",3191,8,2017-10-02,"2017-10",2,"45-49","Non-tradable sectors",NA,2,0,5,3,NA,"Currently working",NA
"51_3",3202,8,2017-12-28,"2017-12",2,"45-49","Non-tradable sectors",NA,2,1,5,4,NA,"Currently working",1.8325
"51_3",3226,43,2018-10-01,"2018-10",2,"45-49","Non-tradable sectors",NA,2,NA,NA,NA,3,"Unemployed",NA
"52_1",3113,8,2015-09-30,"2015-09",1,"45-49","Non-tradable sectors",NA,2,1,4,4,5,"Unemployed",NA
"52_1",3191,8,2017-10-02,"2017-10",1,"45-49","Non-tradable sectors",NA,2,0,3,3,7,"Currently working",NA
"52_1",3202,8,2017-12-28,"2017-12",1,"45-49","Non-tradable sectors",NA,2,0,NA,4,7,"Currently working",1.8325
"52_1",3226,8,2018-10-01,"2018-10",1,"45-49","Non-tradable sectors",NA,2,0,1,3,4,"Unemployed",NA
"52_2",3113,8,2015-09-30,"2015-09",1,"45-49","Non-tradable sectors",NA,2,0,3,3,5,"Retired",NA
"52_2",3191,8,2017-10-02,"2017-10",1,"45-49","Non-tradable sectors",NA,2,0,3,3,NA,"Currently working",NA
"52_2",3202,8,2017-12-28,"2017-12",1,"45-49","Non-tradable sectors",NA,2,0,NA,3,8,"Retired",1.8325
"52_2",3226,8,2018-10-01,"2018-10",1,"45-49","Non-tradable sectors",NA,2,1,3,3,NA,"Currently working",NA
"53_1",3113,8,2015-09-30,"2015-09",2,"45-49","Non-tradable sectors",NA,4,NA,6,3,5,"Unemployed",NA
"53_1",3191,8,2017-10-02,"2017-10",2,"45-49","Non-tradable sectors",NA,4,0,2,5,6,"Unemployed",NA
"53_1",3202,8,2017-12-28,"2017-12",2,"45-49","Non-tradable sectors",NA,4,NA,NA,4,6,"Currently working",1.8325
"53_1",3226,8,2018-10-01,"2018-10",2,"45-49","Non-tradable sectors",NA,4,0,1,4,NA,"Currently working",NA
"53_2",3113,8,2015-09-30,"2015-09",2,"45-49","Non-tradable sectors",NA,4,1,7,1,5,"Currently working",NA
"53_2",3191,25,2017-10-02,"2017-10",2,"45-49","Non-tradable sectors",NA,4,NA,5,4,7,"Unemployed",NA
"53_2",3202,8,2017-12-28,"2017-12",2,"45-49","Non-tradable sectors",NA,4,1,2,4,7,"Unemployed",1.8325
"53_2",3226,8,2018-10-01,"2018-10",2,"45-49","Non-tradable sectors",NA,4,NA,3,4,NA,"Currently working",NA
"53_3",3113,8,2015-09-30,"2015-09",2,"45-49","Non-tradable sectors",NA,4,NA,NA,5,NA,"Unemployed",NA
"53_3",3191,43,2017-10-02,"2017-10",2,"45-49","Non-tradable sectors",NA,4,0,3,3,NA,"Currently working",NA
"53_3",3202,8,2017-12-28,"2017-12",2,"45-49","Non-tradable sectors",NA,4,0,5,3,5,"Currently working",1.8325
"53_3",3226,8,2018-10-01,"2018-10",2,"45-49","Non-tradable sectors",NA,4,0,5,3,5,"Currently working",NA
"54_1",3113,8,2015-09-30,"2015-09",1,"45-49","Non-tradable sectors",NA,4,1,4,5,7,"Currently working",NA
"54_1",3191,8,2017-10-02,"2017-10",1,"45-49","Non-tradable sectors",NA,4,NA,5,3,NA,"Currently working",NA
